wkt_geom,fid,full_id,osm_id,osm_type,highway,covered,embankment,bridge:name,trail_visibility,mtb:scale:uphill,mtb:scale,incline,kerb,crossing:markings,golf,crossing,width,horse,motor_vehicle,segregated,access,footway,foot,lit,tunnel,layer,bridge,name,oneway,surface,bicycle
"LineString (-106.65605490000000088 52.09507059999999967, -106.65606529999999452 52.09512840000000011, -106.65672150000000329 52.09605539999999735, -106.65676519999999527 52.09614109999999698, -106.65678640000000144 52.09619390000000294, -106.6567921000000041 52.09620809999999835, -106.6568053999999961 52.09625510000000048, -106.65684469999999351 52.09639460000000355, -106.65685310000000641 52.09643340000000222, -106.65685790000000566 52.09647329999999954, -106.65685969999999827 52.09721619999999831, -106.65687389999999368 52.09724450000000218, -106.6569199999999995 52.09725490000000292, -106.65754900000000305 52.09725480000000175, -106.6580366999999967 52.09725470000000058, -106.658274899999995 52.09725470000000058, -106.65835649999999646 52.09725470000000058, -106.65851189999999349 52.09724539999999848, -106.6585350999999946 52.09724210000000255, -106.65867179999999337 52.09722270000000321, -106.65892719999999372 52.09716470000000044, -106.66016380000000652 52.09676569999999884, -106.66019369999999356 52.09674019999999928, -106.66019799999999407 52.09671279999999882, -106.66016310000000544 52.09665840000000259, -106.65960339999999462 52.09601729999999975, -106.65906019999999899 52.09537590000000051)",997,w430369229,430369229,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65980589999999495 52.09595010000000315, -106.65970120000000065 52.09598619999999869, -106.65960339999999462 52.09601729999999975)",998,w430369238,430369238,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65605490000000088 52.09507059999999967, -106.65627150000000256 52.09515209999999996, -106.65669330000000059 52.09527800000000042, -106.65675020000000472 52.09529489999999896, -106.65724600000000066 52.09540419999999727, -106.65736569999999972 52.09548399999999901, -106.65745119999999702 52.09560590000000246, -106.65751269999999806 52.09570670000000092, -106.65758619999999723 52.0957367999999974, -106.65762560000000292 52.09575290000000081, -106.65780680000000302 52.09575499999999693, -106.6579162000000025 52.09571509999999961, -106.65801879999999358 52.09558899999999682, -106.65805980000000375 52.0954545999999965, -106.65806670000000622 52.09536219999999673, -106.65812479999999596 52.0952697000000029, -106.65838279999999827 52.09509349999999728, -106.65843200000000479 52.09503459999999819, -106.65841910000000325 52.09496450000000323, -106.65836470000000702 52.09491359999999815, -106.65824290000000474 52.09487690000000271, -106.65802259999999535 52.09487380000000201, -106.65767019999999832 52.09496930000000248, -106.65754579999999407 52.09499160000000018, -106.6571985000000069 52.09498359999999906, -106.65698340000000144 52.09499319999999756, -106.65687459999999476 52.09502979999999894, -106.65676580000000229 52.09514599999999973, -106.65669330000000059 52.09527800000000042)",999,w430369262,430369262,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65758619999999723 52.0957367999999974, -106.65743170000000362 52.09578599999999682, -106.65726329999999678 52.09579550000000125, -106.6570999999999998 52.09580350000000237, -106.65688500000000261 52.09580350000000237, -106.65685129999999958 52.09605189999999908, -106.65672150000000329 52.09605539999999735, -106.65659639999999797 52.0960763, -106.65648330000000499 52.09609960000000228)",1000,w430369263,430369263,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.66452040000000068 52.09473580000000226, -106.66451809999999512 52.09477100000000149, -106.66446940000000154 52.09479019999999849, -106.66395540000000608 52.09485949999999832, -106.66376130000000444 52.09488569999999896, -106.6635548 52.09491049999999746, -106.66344209999999748 52.09490060000000256, -106.66335359999999355 52.09483960000000025, -106.66189719999999852 52.09313410000000033, -106.66189719999999852 52.09308790000000045, -106.66194550000000163 52.09303680000000014, -106.66200449999999478 52.09302859999999669, -106.6622566000000063 52.09304010000000318, -106.66240679999999941 52.09307309999999802, -106.66257050000000106 52.09313600000000122, -106.66262140000000613 52.09315550000000172, -106.6637989000000033 52.09385089999999963, -106.66391149999999755 52.09393330000000333, -106.66405899999999463 52.09406179999999864, -106.66428969999999765 52.094327100000001, -106.66438630000000387 52.09448040000000191, -106.66452040000000068 52.09473580000000226)",1001,w430407099,430407099,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.66349590000000092 52.09503219999999857, -106.66400149999999769 52.09496750000000276, -106.66451019999999517 52.09490230000000111, -106.66455899999999701 52.09490360000000209, -106.66460370000000069 52.09492350000000016, -106.66486600000000351 52.09563409999999806, -106.66485989999999617 52.09565529999999711)",1002,w430410157,430410157,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.66424530000000459 52.09567630000000094, -106.66417479999999784 52.09567530000000346, -106.66384960000000603 52.09568529999999953, -106.66353859999999543 52.09571280000000115, -106.66320930000000544 52.0957776999999993, -106.66283529999999757 52.09588389999999691, -106.66281060000000025 52.09588540000000023, -106.66277909999999451 52.09587299999999743, -106.66253240000000346 52.09558499999999981, -106.66240430000000572 52.09543550000000067, -106.66148400000000152 52.09437599999999691, -106.66117859999999951 52.09402440000000212, -106.66042849999999476 52.093168900000002, -106.66043050000000392 52.09312270000000211, -106.66046910000000025 52.09307019999999966, -106.66053619999999569 52.09304029999999841, -106.66063789999999756 52.09302900000000136, -106.6609844000000038 52.09302809999999795, -106.6615587000000005 52.09302650000000057, -106.66160340000000417 52.09303649999999664, -106.66164410000000373 52.09307150000000064, -106.66248600000000124 52.0940542000000022, -106.66326820000000453 52.09496719999999925, -106.66333529999999996 52.09500599999999793, -106.66340850000000273 52.09502839999999679, -106.66349590000000092 52.09503219999999857)",1003,w430410159,430410159,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.658274899999995 52.09725470000000058, -106.65827509999999734 52.09732050000000214, -106.658274899999995 52.09739179999999692)",1004,w430419566,430419566,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65835649999999646 52.09725470000000058, -106.65835889999999608 52.09668460000000323)",1005,w430419567,430419567,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65738059999999621 52.09642639999999858, -106.65685310000000641 52.09643340000000222)",1006,w430419568,430419568,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.6580366999999967 52.09725470000000058, -106.6580366999999967 52.09731990000000224, -106.65803789999999651 52.0973868999999965)",1007,w430419569,430419569,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65754900000000305 52.09725480000000175, -106.65754370000000506 52.09711490000000111, -106.65734729999999786 52.09711599999999976, -106.65734199999999987 52.09696710000000053, -106.65739510000000223 52.09696710000000053)",1008,w430419570,430419570,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65687389999999368 52.09724450000000218, -106.65674889999999664 52.09724390000000227, -106.65662149999999997 52.09724229999999778)",1009,w430419573,430419573,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65662910000000352 52.09644099999999867, -106.65664080000000524 52.09682300000000055, -106.65664230000000146 52.09687149999999889, -106.65664230000000146 52.09713899999999853, -106.65664230000000146 52.09720860000000187, -106.65662149999999997 52.09724229999999778, -106.65656979999999976 52.09725780000000128, -106.65636120000000631 52.09725759999999894, -106.65606320000000551 52.09725739999999661, -106.65533229999999776 52.0972567999999967, -106.6546603000000033 52.0972561999999968, -106.65414459999999508 52.09725780000000128, -106.65409900000000221 52.09724800000000045, -106.65408290000000591 52.09722320000000195, -106.65408560000000193 52.09679810000000089, -106.65407759999999371 52.09672400000000181, -106.6540185000000065 52.09655260000000254, -106.65402930000000481 52.0965295000000026, -106.65407220000000166 52.09651470000000018, -106.65460840000000076 52.09645679999999857, -106.65526439999999297 52.09637550000000061, -106.65649279999999521 52.09622329999999835, -106.65653969999999617 52.09622590000000031, -106.65657670000000223 52.09625199999999978, -106.65662910000000352 52.09644099999999867)",1010,w430419574,430419574,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65653969999999617 52.09622590000000031, -106.65667030000000182 52.09620730000000322, -106.65678640000000144 52.09619390000000294)",1011,w430419575,430419575,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65648330000000499 52.09609960000000228, -106.6564441999999957 52.09611840000000171, -106.65585249999999462 52.09618929999999892, -106.65453349999999944 52.09634750000000025, -106.65400689999999884 52.09641059999999868, -106.65395200000000386 52.09641189999999966, -106.6539175000000057 52.09639310000000023, -106.65345200000000148 52.09571509999999961, -106.6534479000000033 52.09567880000000173, -106.65348860000000286 52.09565760000000267, -106.65399510000000305 52.09557569999999771, -106.65410319999999444 52.09555819999999926, -106.65466349999999807 52.09542160000000166, -106.65524379999999383 52.09526910000000299, -106.65574689999999691 52.09513689999999997, -106.65580400000000338 52.09513549999999782, -106.65585869999999602 52.09516059999999982, -106.65647060000000579 52.09603599999999801, -106.65649089999999433 52.09607220000000183, -106.65648330000000499 52.09609960000000228)",1012,w430419576,430419576,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.64954579999999851 52.0956980999999999, -106.64949760000000367 52.09569489999999803, -106.6491235999999958 52.09563620000000128, -106.64897919999999942 52.09562240000000344, -106.64887559999999667 52.09563239999999951, -106.64873129999999435 52.09568110000000019, -106.64827999999999975 52.09595589999999987, -106.6482026999999988 52.0960283000000004, -106.64814990000000705 52.09611939999999919, -106.64814180000000476 52.09620189999999695, -106.64815260000000308 52.0972178000000028, -106.64816670000000443 52.09724829999999685, -106.648202100000006 52.09725809999999768, -106.64883799999999781 52.09725579999999923, -106.64943200000000445 52.09725370000000311, -106.64948149999999316 52.09723960000000176, -106.64949919999999395 52.09720480000000009, -106.64952580000000637 52.09657320000000169, -106.64955059999999776 52.09652530000000326, -106.6496566999999942 52.09646450000000328, -106.64974170000000697 52.09644490000000161, -106.65246329999999375 52.09645030000000077, -106.65252879999999891 52.0964665999999994, -106.65261019999999803 52.09653190000000222, -106.6527375999999947 52.09671449999999737, -106.65275350000000287 52.09676780000000207, -106.65275239999999712 52.09690679999999929, -106.6527499999999975 52.09721569999999957, -106.65276360000000011 52.09724400000000344, -106.6528224999999992 52.09726020000000091, -106.65333420000000331 52.09725799999999651, -106.65384969999999498 52.09725579999999923, -106.65388020000000324 52.09724709999999703, -106.65390460000000417 52.0972209000000035, -106.65388419999999314 52.09672009999999887, -106.65386589999999956 52.09664020000000306, -106.65379450000000361 52.09648719999999855, -106.65329680000000678 52.09574229999999773, -106.65324999999999989 52.09570980000000162, -106.65315850000000353 52.09569739999999882, -106.65261590000000069 52.09570620000000218, -106.65167340000000706 52.09572159999999741, -106.64995899999999551 52.09572229999999848, -106.6497537000000051 52.09571230000000241, -106.64954579999999851 52.0956980999999999)",1017,w431042975,431042975,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65257040000000188 52.09678670000000267, -106.65256979999999487 52.09690679999999929, -106.65256840000000693 52.09720750000000322, -106.65255009999999913 52.09724119999999914, -106.65249930000000234 52.0972561999999968, -106.64975509999999304 52.09725499999999698, -106.6497063000000054 52.09723999999999933, -106.6496879999999976 52.09721379999999868, -106.64969619999999395 52.09690460000000201, -106.64970429999999624 52.09659940000000233, -106.64971850000000586 52.0965744000000015, -106.64976520000000448 52.09656569999999931, -106.65237530000000277 52.09656069999999772, -106.65242609999999956 52.09657190000000071, -106.65245659999999361 52.09659940000000233, -106.65255410000000325 52.0967330000000004, -106.65257040000000188 52.09678670000000267)",1018,w431042976,431042976,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.64897919999999942 52.09562240000000344, -106.64879639999999483 52.09557459999999907)",1019,w431042978,431042978,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.64879639999999483 52.09557459999999907, -106.64804870000000392 52.0954127999999983, -106.64793650000000014 52.09540230000000349, -106.6479111999999958 52.09539689999999723, -106.64728700000000572 52.09539469999999994, -106.64668450000000632 52.09539259999999672, -106.64664989999999989 52.09541500000000269, -106.64663079999999695 52.09545190000000048, -106.64663889999999924 52.09721619999999831, -106.64666130000000521 52.09724570000000199, -106.64670300000000225 52.09725259999999736, -106.64728660000000104 52.09725410000000068, -106.6479075000000023 52.09725559999999689, -106.64794770000000312 52.09724200000000138, -106.64795900000000017 52.09721590000000191, -106.64796599999999671 52.0954252000000011, -106.64796069999999872 52.09540779999999671, -106.64793650000000014 52.09540230000000349)",1020,w431042979,431042979,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.64818619999999783 52.0986969000000002, -106.64816380000000606 52.09866809999999759, -106.64817200000000241 52.09739940000000047, -106.64818420000000287 52.09738440000000281)",1021,w431275412,431275412,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.64949119999999994 52.09737820000000141, -106.64949930000000222 52.09740819999999673, -106.64950539999999535 52.09866809999999759, -106.64948920000000498 52.09869059999999763)",1022,w431275413,431275413,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65111550000000307 52.09738649999999893, -106.6511377000000067 52.09740500000000196, -106.65113900000000058 52.09867890000000301, -106.65113089999999829 52.09870140000000305)",1023,w431275414,431275414,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.64974049999999295 52.09870509999999655, -106.64971810000000119 52.09867640000000222, -106.64971459999999581 52.09739950000000164, -106.649738499999998 52.09737899999999655)",1024,w431275415,431275415,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65136950000000127 52.09738980000000197, -106.65140610000000265 52.09738229999999959, -106.65197759999999505 52.09738579999999786, -106.65250509999999906 52.09738899999999973, -106.65253979999999956 52.09739569999999986, -106.6525532999999939 52.09741410000000172, -106.65255460000000198 52.09866459999999933, -106.65253090000000213 52.09869700000000137, -106.65249029999999664 52.09871230000000253, -106.65198390000000472 52.09871150000000029, -106.65142170000000021 52.09871069999999804, -106.65136889999999426 52.09869950000000216, -106.65134919999999852 52.09867409999999666, -106.65135730000000081 52.09740610000000061, -106.65136950000000127 52.09738980000000197)",1025,w431275417,431275417,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65136510000000669 52.09883920000000046, -106.65140169999999387 52.09883169999999808, -106.6519846000000058 52.09882999999999953, -106.65250600000000247 52.09882840000000215, -106.65254430000000241 52.09883800000000065, -106.65256479999999328 52.09886240000000157, -106.6525501999999932 52.1001223999999965, -106.65252649999999335 52.10014629999999869, -106.65248440000000585 52.10015779999999808, -106.65199250000000575 52.10015880000000266, -106.65141730000000564 52.10016000000000247, -106.65136449999999968 52.10014879999999948, -106.65134480000000394 52.10012340000000108, -106.65135290000000623 52.09885539999999793, -106.65136510000000669 52.09883920000000046)",1026,w431275419,431275419,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.64883150000000001 52.09882970000000313, -106.6494844999999998 52.09883310000000023, -106.64951000000000647 52.09884919999999653, -106.64951469999999745 52.09886929999999694, -106.64950949999999352 52.10011980000000165, -106.6494904000000048 52.10014639999999986, -106.64943789999999524 52.10015969999999896, -106.64883939999999996 52.10015909999999906, -106.64822580000000585 52.10015849999999915, -106.64817960000000596 52.1001505999999992, -106.64815860000000214 52.10012270000000001, -106.64815299999999354 52.09885020000000111, -106.64817089999999666 52.09883229999999799)",1027,w431275423,431275423,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65042099999999436 52.09882999999999953, -106.65106559999999547 52.09883330000000257, -106.65112059999999872 52.09884499999999719, -106.65113820000000544 52.09887599999999708, -106.65112729999999885 52.10012139999999903, -106.65110359999999901 52.10014879999999948, -106.65105889999999533 52.10015909999999906, -106.65038819999999475 52.10016000000000247, -106.6497729000000021 52.10016079999999761, -106.64972740000000329 52.1001474999999985, -106.64971450000000175 52.1001183999999995, -106.6497226999999981 52.09885040000000345, -106.64973489999999856 52.09883419999999887)",1028,w431275424,431275424,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.64793339999999944 52.09883570000000219, -106.64794969999999807 52.0988625999999968, -106.64795069999999555 52.10011920000000174, -106.64792880000000252 52.10014650000000103, -106.64788570000000334 52.10015899999999789, -106.64727790000000596 52.10015909999999906, -106.64670759999999916 52.10015909999999906, -106.64668450000000632 52.10015620000000069, -106.64666060000000414 52.10014790000000318, -106.64663910000000158 52.10013320000000192, -106.64663020000000415 52.10012059999999678, -106.6466197999999963 52.09884980000000354, -106.6466350000000034 52.09883549999999985)",1029,w431275426,431275426,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65388079999999604 52.09739600000000337, -106.65389600000000314 52.09741439999999812, -106.65389559999999847 52.09866159999999979, -106.65387990000000684 52.09868409999999983, -106.65383459999999616 52.09869989999999973, -106.65332890000000532 52.09870320000000277, -106.65281269999999836 52.09870659999999987, -106.65277299999999627 52.09869599999999679, -106.65275789999999745 52.09867440000000016, -106.65275060000000451 52.09741019999999878, -106.65276280000000497 52.09739199999999926)",1030,w431276655,431276655,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65522260000000188 52.09739150000000052, -106.65523260000000505 52.09740769999999799, -106.65523389999999893 52.09866250000000321, -106.65521819999999309 52.09868509999999731, -106.65517289999999662 52.09870080000000314, -106.65466999999999587 52.09870409999999907, -106.65415099999999882 52.09870750000000328, -106.65411129999999673 52.0986969000000002, -106.65409630000000618 52.09867529999999647, -106.65409429999999702 52.0974024, -106.65410119999999949 52.09739290000000267)",1031,w431276657,431276657,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65545249999999555 52.09738240000000076, -106.65548909999999694 52.09737489999999838, -106.65600310000000661 52.09737410000000324, -106.65658349999999643 52.09737309999999866, -106.65661509999999623 52.09738449999999688, -106.65663630000000239 52.09740670000000051, -106.65663759999999627 52.09865719999999811, -106.65661389999999642 52.09868960000000015, -106.65657330000000513 52.09870490000000132, -106.6559993999999989 52.0987039999999979, -106.6555046999999945 52.09870329999999683, -106.65545190000000275 52.09869210000000095, -106.65543220000000701 52.09866670000000255, -106.6554349999999971 52.09739869999999939, -106.65545249999999555 52.09738240000000076)",1032,w431276659,431276659,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65686879999999803 52.097383200000003, -106.65690539999999942 52.09737570000000062, -106.65748739999999373 52.09737919999999889, -106.65800439999999583 52.09738240000000076, -106.65803789999999651 52.0973868999999965, -106.65805419999999515 52.09739640000000094, -106.6580643000000066 52.09741540000000271, -106.65805389999999875 52.09865800000000036, -106.6580301999999989 52.0986904000000024, -106.6579895999999934 52.09870569999999645, -106.65748560000000111 52.09870490000000132, -106.65692099999999698 52.09870409999999907, -106.65686820000000523 52.09869290000000319, -106.65684849999999528 52.09866749999999769, -106.65685659999999757 52.09739950000000164, -106.65686879999999803 52.097383200000003)",1033,w431276661,431276661,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65686279999999897 52.09884040000000027, -106.65689940000000036 52.09883289999999789, -106.65748600000000579 52.09882710000000117, -106.65800040000000592 52.09882209999999958, -106.65803719999999544 52.09883510000000229, -106.65805469999999389 52.09885599999999783, -106.65806999999999505 52.10012329999999992, -106.65804029999999614 52.10015330000000233, -106.6579887000000042 52.10016089999999878, -106.65749660000000176 52.1001599000000013, -106.65691499999999792 52.10015870000000149, -106.65687520000000177 52.10014509999999888, -106.65686080000000402 52.10012340000000108, -106.65685059999999851 52.09885669999999891, -106.65686279999999897 52.09884040000000027)",1034,w431276663,431276663,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65544319999999345 52.09883750000000191, -106.65547979999999484 52.09882999999999953, -106.65599960000000124 52.09882979999999719, -106.65657760000000565 52.09882950000000079, -106.65662170000000231 52.09884269999999873, -106.65663170000000548 52.09886900000000054, -106.65664049999999463 52.09984039999999794, -106.65664309999999659 52.10011970000000048, -106.65662299999999618 52.10014730000000327, -106.65657020000000443 52.10015949999999663, -106.6560597999999942 52.10015899999999789, -106.65600759999999525 52.10015889999999672, -106.65549540000000661 52.10015839999999798, -106.65544260000000065 52.1001472000000021, -106.65542290000000492 52.1001217999999966, -106.65543099999999299 52.09885380000000055, -106.65544319999999345 52.09883750000000191)",1035,w431276665,431276665,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65277690000000632 52.09884120000000252, -106.65281079999999747 52.09882879999999972, -106.65332720000000677 52.09882879999999972, -106.6538319999999942 52.09882879999999972, -106.65387479999999698 52.09884209999999882, -106.65389720000000295 52.09887210000000124, -106.65389650000000188 52.10011889999999823, -106.65388660000000698 52.10014280000000042, -106.65384140000000457 52.10015529999999728, -106.65332250000000158 52.10015659999999826, -106.65282129999999938 52.10015789999999924, -106.65277779999999552 52.10015109999999794, -106.65275389999999334 52.1001248999999973, -106.65276199999999562 52.0988623000000004, -106.65277690000000632 52.09884120000000252)",1036,w431276667,431276667,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.65411829999999327 52.09883649999999733, -106.65415930000000344 52.09882739999999757, -106.65467040000000054 52.09882739999999757, -106.65518050000000017 52.09882739999999757, -106.65522330000000295 52.09884069999999667, -106.65523679999999729 52.09886740000000316, -106.65523539999999514 52.10012609999999711, -106.65521970000000351 52.10015020000000163, -106.65517649999999605 52.10016060000000238, -106.65466560000000129 52.10016029999999887, -106.65414989999999307 52.1001599000000013, -106.65411260000000482 52.10014869999999831, -106.65409470000000169 52.10012259999999884, -106.65409630000000618 52.09885990000000078, -106.65411829999999327 52.09883649999999733)",1037,w431276669,431276669,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LineString (-106.64664639999999451 52.09870500000000249, -106.64662400000000275 52.09867630000000105, -106.64663210000000504 52.09739509999999996, -106.6466443000000055 52.09737890000000249)",1038,w431277995,431277995,way,footway,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
